"Supplementary Table S10. Read-level sensitivity of different model architectures on variable-length reads simulated from 3,269 MAGs excluded from training",,,,,,,
MAG_ID_ENA,ResNet-like CNN,CNN + LSTM,Seq2species,Embed + Pool,Embed + CNN,Embed + LSTM,Embed + LSTM + Attention
MAG-GUT49083,0.000,0.000,0.000,0.020,0.004,0.118,0.471
MAG-GUT49101,0.000,0.000,0.000,0.019,0.004,0.123,0.476
MAG-GUT49107,0.000,0.000,0.000,0.014,0.005,0.044,0.277
MAG-GUT49118,0.000,0.000,0.000,0.021,0.004,0.129,0.491
MAG-GUT49170,0.000,0.000,0.000,0.023,0.005,0.126,0.489
MAG-GUT49176,0.000,0.000,0.000,0.020,0.003,0.121,0.452
MAG-GUT49179,0.000,0.000,0.000,0.009,0.001,0.113,0.529
MAG-GUT49203,0.000,0.000,0.000,0.016,0.000,0.063,0.248
MAG-GUT49226,0.000,0.000,0.000,0.022,0.005,0.127,0.486
MAG-GUT49236,0.000,0.000,0.000,0.022,0.004,0.126,0.462
MAG-GUT49243,0.000,0.001,0.001,0.052,0.005,0.110,0.303
MAG-GUT49261,0.000,0.001,0.001,0.154,0.036,0.310,0.688
MAG-GUT49266,0.000,0.000,0.000,0.017,0.000,0.070,0.275
MAG-GUT49289,0.000,0.000,0.000,0.017,0.004,0.113,0.450
MAG-GUT49294,0.000,0.000,0.000,0.018,0.000,0.072,0.261
MAG-GUT49297,0.000,0.000,0.000,0.021,0.004,0.119,0.457
MAG-GUT49302,0.000,0.000,0.000,0.021,0.003,0.129,0.480
MAG-GUT49309,0.000,0.000,0.000,0.037,0.004,0.090,0.315
MAG-GUT49315,0.000,0.000,0.000,0.021,0.005,0.131,0.491
MAG-GUT49326,0.000,0.000,0.000,0.018,0.003,0.114,0.452
MAG-GUT49328,0.000,0.000,0.000,0.019,0.001,0.075,0.281
MAG-GUT49329,0.000,0.000,0.000,0.019,0.005,0.123,0.479
MAG-GUT49355,0.000,0.000,0.000,0.019,0.000,0.078,0.282
MAG-GUT49356,0.000,0.000,0.000,0.019,0.004,0.121,0.464
MAG-GUT49359,0.000,0.000,0.000,0.018,0.005,0.124,0.488
MAG-GUT49371,0.000,0.000,0.000,0.020,0.000,0.077,0.285
MAG-GUT49379,0.000,0.000,0.000,0.002,0.000,0.038,0.279
MAG-GUT49384,0.000,0.000,0.000,0.058,0.006,0.211,0.555
MAG-GUT49393,0.000,0.000,0.000,0.020,0.004,0.112,0.444
MAG-GUT49394,0.000,0.001,0.001,0.053,0.006,0.112,0.304
MAG-GUT49399,0.000,0.000,0.000,0.019,0.000,0.069,0.257
MAG-GUT49403,0.000,0.000,0.000,0.021,0.005,0.122,0.472
MAG-GUT49409,0.000,0.000,0.000,0.023,0.004,0.128,0.486
MAG-GUT49414,0.000,0.000,0.000,0.021,0.000,0.078,0.285
MAG-GUT49423,0.000,0.001,0.002,0.066,0.010,0.132,0.354
MAG-GUT4942,0.000,0.000,0.002,0.234,0.164,0.435,0.618
MAG-GUT49445,0.000,0.000,0.000,0.012,0.003,0.040,0.268
MAG-GUT49456,0.000,0.000,0.000,0.020,0.004,0.124,0.475
MAG-GUT49458,0.000,0.000,0.000,0.020,0.004,0.119,0.479
MAG-GUT49469,0.000,0.000,0.000,0.020,0.004,0.119,0.469
MAG-GUT49474,0.000,0.000,0.000,0.018,0.000,0.066,0.265
MAG-GUT49487,0.000,0.000,0.000,0.000,0.000,0.015,0.217
MAG-GUT49499,0.000,0.000,0.000,0.019,0.004,0.119,0.463
MAG-GUT49507,0.000,0.000,0.001,0.105,0.015,0.214,0.515
MAG-GUT4950,0.000,0.000,0.000,0.007,0.001,0.059,0.357
MAG-GUT49512,0.000,0.000,0.000,0.025,0.006,0.135,0.496
MAG-GUT49516,0.000,0.000,0.000,0.031,0.004,0.089,0.292
MAG-GUT49526,0.000,0.000,0.000,0.037,0.004,0.134,0.367
MAG-GUT49529,0.000,0.000,0.000,0.021,0.006,0.132,0.485
MAG-GUT49534,0.000,0.000,0.000,0.020,0.000,0.077,0.289
MAG-GUT49535,0.000,0.000,0.000,0.023,0.004,0.132,0.490
MAG-GUT49537,0.000,0.000,0.002,0.104,0.018,0.219,0.526
MAG-GUT49539,0.000,0.000,0.000,0.022,0.005,0.129,0.491
MAG-GUT49541,0.000,0.000,0.000,0.020,0.005,0.120,0.467
MAG-GUT49542,0.000,0.000,0.000,0.026,0.002,0.070,0.401
MAG-GUT49543,0.000,0.001,0.001,0.082,0.016,0.168,0.409
MAG-GUT49545,0.000,0.000,0.000,0.021,0.000,0.072,0.279
MAG-GUT49558,0.000,0.000,0.000,0.021,0.000,0.077,0.284
MAG-GUT49567,0.000,0.000,0.000,0.003,0.001,0.034,0.266
MAG-GUT49568,0.000,0.000,0.000,0.021,0.000,0.077,0.270
MAG-GUT49571,0.000,0.000,0.000,0.020,0.001,0.077,0.285
MAG-GUT49574,0.000,0.000,0.000,0.020,0.004,0.129,0.502
MAG-GUT49576,0.000,0.000,0.000,0.032,0.005,0.085,0.287
MAG-GUT49583,0.000,0.000,0.000,0.021,0.000,0.069,0.275
MAG-GUT49589,0.000,0.000,0.000,0.019,0.000,0.069,0.266
MAG-GUT49593,0.000,0.000,0.000,0.022,0.004,0.127,0.472
MAG-GUT49596,0.000,0.000,0.000,0.021,0.000,0.073,0.281
MAG-GUT49597,0.000,0.000,0.000,0.023,0.000,0.079,0.289
MAG-GUT49599,0.000,0.000,0.000,0.021,0.004,0.126,0.476
MAG-GUT49604,0.000,0.000,0.000,0.021,0.001,0.070,0.264
MAG-GUT49609,0.000,0.000,0.000,0.019,0.003,0.132,0.496
MAG-GUT49616,0.000,0.000,0.000,0.021,0.004,0.119,0.450
MAG-GUT4969,0.000,0.000,0.000,0.004,0.000,0.033,0.520
MAG-GUT49727,0.000,0.000,0.001,0.006,0.000,0.036,0.303
MAG-GUT49742,0.000,0.000,0.000,0.006,0.000,0.035,0.301
MAG-GUT49744,0.000,0.000,0.000,0.006,0.000,0.035,0.315
MAG-GUT49768,0.000,0.000,0.000,0.005,0.000,0.037,0.305
MAG-GUT49797,0.000,0.000,0.000,0.008,0.001,0.036,0.279
MAG-GUT4979,0.000,0.000,0.000,0.004,0.000,0.016,0.361
MAG-GUT49813,0.000,0.000,0.000,0.006,0.000,0.030,0.280
MAG-GUT49824,0.000,0.000,0.000,0.006,0.000,0.035,0.281
MAG-GUT49876,0.000,0.000,0.000,0.006,0.000,0.033,0.308
MAG-GUT50003,0.000,0.000,0.000,0.379,0.079,0.638,0.840
MAG-GUT50015,0.000,0.000,0.000,0.374,0.071,0.647,0.856
MAG-GUT5004,0.000,0.002,0.007,0.086,0.010,0.206,0.452
MAG-GUT50121,0.000,0.000,0.000,0.201,0.027,0.392,0.645
MAG-GUT50132,0.000,0.000,0.000,0.192,0.026,0.396,0.638
MAG-GUT50219,0.000,0.000,0.000,0.021,0.001,0.106,0.313
MAG-GUT50240,0.000,0.000,0.000,0.004,0.000,0.020,0.254
MAG-GUT502,0.000,0.000,0.000,0.007,0.001,0.035,0.287
MAG-GUT50478,0.000,0.000,0.000,0.011,0.000,0.054,0.520
MAG-GUT50480,0.000,0.000,0.001,0.005,0.001,0.041,0.259
MAG-GUT50483,0.000,0.000,0.000,0.007,0.000,0.029,0.194
MAG-GUT50492,0.000,0.000,0.001,0.008,0.000,0.049,0.274
MAG-GUT50502,0.000,0.000,0.001,0.006,0.001,0.046,0.272
MAG-GUT50505,0.000,0.000,0.002,0.009,0.001,0.045,0.259
MAG-GUT50508,0.000,0.000,0.000,0.012,0.000,0.055,0.520
MAG-GUT50522,0.000,0.000,0.000,0.073,0.006,0.146,0.379
MAG-GUT50532,0.000,0.000,0.000,0.069,0.007,0.146,0.384
MAG-GUT50591,0.000,0.003,0.013,0.330,0.104,0.547,0.781
MAG-GUT5060,0.000,0.000,0.000,0.061,0.007,0.146,0.376
MAG-GUT50627,0.000,0.000,0.000,0.003,0.002,0.012,0.218
MAG-GUT50714,0.000,0.000,0.000,0.068,0.005,0.143,0.386
MAG-GUT50752,0.000,0.000,0.000,0.001,0.000,0.009,0.189
MAG-GUT50760,0.000,0.000,0.000,0.066,0.006,0.145,0.378
MAG-GUT50773,0.000,0.000,0.000,0.004,0.000,0.033,0.266
MAG-GUT5083,0.000,0.000,0.000,0.003,0.000,0.025,0.366
MAG-GUT5085,0.000,0.002,0.006,0.292,0.115,0.502,0.712
MAG-GUT50866,0.000,0.000,0.000,0.485,0.372,0.749,0.917
MAG-GUT50868,0.000,0.000,0.002,0.161,0.046,0.328,0.610
MAG-GUT50872,0.000,0.000,0.000,0.485,0.367,0.746,0.918
MAG-GUT50906,0.000,0.000,0.000,0.398,0.121,0.564,0.809
MAG-GUT50925,0.000,0.000,0.000,0.406,0.132,0.576,0.821
MAG-GUT50928,0.000,0.000,0.000,0.404,0.123,0.570,0.829
MAG-GUT50936,0.000,0.000,0.000,0.408,0.126,0.576,0.823
MAG-GUT51267,0.000,0.000,0.000,0.074,0.020,0.196,0.485
MAG-GUT51274,0.000,0.000,0.000,0.069,0.019,0.192,0.471
MAG-GUT51297,0.000,0.000,0.000,0.079,0.021,0.204,0.502
MAG-GUT51299,0.000,0.000,0.000,0.005,0.000,0.033,0.303
MAG-GUT51304,0.000,0.000,0.000,0.004,0.000,0.032,0.292
MAG-GUT51316,0.000,0.000,0.000,0.005,0.000,0.035,0.299
MAG-GUT51339,0.000,0.001,0.004,0.477,0.147,0.663,0.886
MAG-GUT51353,0.000,0.001,0.004,0.473,0.142,0.666,0.888
MAG-GUT51357,0.000,0.000,0.000,0.040,0.017,0.142,0.437
MAG-GUT51377,0.000,0.000,0.001,0.037,0.019,0.148,0.455
MAG-GUT51488,0.000,0.000,0.000,0.005,0.000,0.033,0.297
MAG-GUT51497,0.000,0.000,0.000,0.007,0.000,0.038,0.306
MAG-GUT51504,0.000,0.000,0.000,0.007,0.000,0.037,0.293
MAG-GUT51557,0.000,0.000,0.000,0.102,0.015,0.193,0.433
MAG-GUT51559,0.000,0.000,0.000,0.107,0.015,0.198,0.436
MAG-GUT51569,0.000,0.000,0.000,0.004,0.000,0.033,0.288
MAG-GUT51607,0.000,0.000,0.000,0.006,0.000,0.034,0.302
MAG-GUT5168,0.000,0.000,0.000,0.008,0.001,0.067,0.401
MAG-GUT51748,0.000,0.000,0.000,0.001,0.001,0.011,0.213
MAG-GUT51766,0.000,0.000,0.000,0.000,0.000,0.013,0.205
MAG-GUT51918,0.000,0.000,0.000,0.006,0.000,0.041,0.339
MAG-GUT51921,0.000,0.000,0.000,0.006,0.000,0.042,0.337
MAG-GUT51926,0.000,0.000,0.000,0.071,0.003,0.201,0.655
MAG-GUT51928,0.000,0.000,0.000,0.074,0.003,0.191,0.651
MAG-GUT51929,0.000,0.000,0.000,0.006,0.000,0.038,0.323
MAG-GUT51949,0.000,0.000,0.001,0.002,0.000,0.039,0.265
MAG-GUT5195,0.000,0.002,0.010,0.112,0.013,0.169,0.328
MAG-GUT51968,0.000,0.000,0.001,0.003,0.000,0.037,0.263
MAG-GUT51975,0.000,0.000,0.001,0.004,0.000,0.039,0.262
MAG-GUT51979,0.000,0.000,0.002,0.004,0.000,0.037,0.262
MAG-GUT5199,0.000,0.000,0.000,0.002,0.000,0.022,0.198
MAG-GUT51,0.000,0.000,0.000,0.002,0.001,0.039,0.307
MAG-GUT52007,0.000,0.000,0.000,0.044,0.021,0.158,0.474
MAG-GUT52094,0.000,0.018,0.036,0.148,0.032,0.262,0.459
MAG-GUT52107,0.000,0.016,0.031,0.146,0.028,0.254,0.444
MAG-GUT52138,0.000,0.017,0.033,0.151,0.026,0.257,0.444
MAG-GUT52236,0.000,0.000,0.000,0.032,0.011,0.135,0.416
MAG-GUT52246,0.000,0.000,0.000,0.032,0.010,0.132,0.413
MAG-GUT52319,0.000,0.000,0.000,0.018,0.000,0.073,0.402
MAG-GUT5249,0.000,0.001,0.002,0.040,0.009,0.117,0.317
MAG-GUT52579,0.000,0.000,0.000,0.107,0.013,0.257,0.566
MAG-GUT5258,0.000,0.000,0.000,0.006,0.000,0.062,0.395
MAG-GUT52677,0.000,0.000,0.000,0.006,0.001,0.032,0.300
MAG-GUT52709,0.000,0.003,0.020,0.188,0.042,0.281,0.446
MAG-GUT52757,0.000,0.000,0.000,0.004,0.000,0.032,0.288
MAG-GUT52820,0.000,0.000,0.003,0.171,0.045,0.338,0.626
MAG-GUT52821,0.000,0.000,0.000,0.044,0.016,0.154,0.481
MAG-GUT52871,0.000,0.002,0.000,0.002,0.001,0.012,0.197
MAG-GUT52881,0.000,0.001,0.000,0.004,0.003,0.012,0.196
MAG-GUT52916,0.000,0.000,0.000,0.205,0.031,0.395,0.636
MAG-GUT52923,0.000,0.000,0.000,0.199,0.026,0.391,0.636
MAG-GUT52941,0.000,0.000,0.000,0.208,0.028,0.403,0.655
MAG-GUT52992,0.000,0.000,0.000,0.003,0.000,0.011,0.151
MAG-GUT52995,0.000,0.000,0.000,0.001,0.000,0.020,0.362
MAG-GUT53012,0.000,0.000,0.000,0.001,0.000,0.016,0.258
MAG-GUT53015,0.000,0.000,0.000,0.001,0.000,0.016,0.344
MAG-GUT53019,0.000,0.000,0.000,0.000,0.000,0.019,0.363
MAG-GUT53033,0.000,0.000,0.000,0.001,0.000,0.019,0.355
MAG-GUT53065,0.000,0.000,0.000,0.009,0.001,0.043,0.345
MAG-GUT53133,0.000,0.000,0.000,0.280,0.062,0.400,0.651
MAG-GUT53142,0.000,0.000,0.000,0.286,0.064,0.417,0.658
MAG-GUT53199,0.000,0.001,0.000,0.001,0.000,0.010,0.227
MAG-GUT5319,0.000,0.000,0.000,0.007,0.000,0.046,0.344
MAG-GUT53236,0.000,0.000,0.000,0.009,0.006,0.072,0.200
MAG-GUT53418,0.000,0.000,0.000,0.001,0.000,0.011,0.231
MAG-GUT5341,0.000,0.000,0.000,0.078,0.003,0.206,0.696
MAG-GUT5342,0.000,0.000,0.000,0.302,0.090,0.468,0.777
MAG-GUT53494,0.000,0.003,0.017,0.173,0.039,0.262,0.416
MAG-GUT53512,0.000,0.000,0.000,0.057,0.000,0.145,0.414
MAG-GUT53548,0.000,0.000,0.000,0.070,0.006,0.152,0.383
MAG-GUT53550,0.000,0.000,0.000,0.049,0.000,0.121,0.349
MAG-GUT5358,0.000,0.000,0.000,0.057,0.000,0.132,0.384
MAG-GUT53613,0.000,0.000,0.003,0.285,0.104,0.500,0.748
MAG-GUT53617,0.000,0.000,0.000,0.019,0.001,0.063,0.223
MAG-GUT53622,0.000,0.000,0.000,0.005,0.000,0.036,0.298
MAG-GUT53689,0.000,0.000,0.001,0.009,0.000,0.049,0.279
MAG-GUT5371,0.000,0.000,0.000,0.054,0.000,0.131,0.387
MAG-GUT5375,0.000,0.000,0.000,0.002,0.000,0.016,0.184
MAG-GUT5376,0.000,0.000,0.000,0.036,0.010,0.139,0.427
MAG-GUT53810,0.000,0.002,0.017,0.173,0.041,0.265,0.417
MAG-GUT53925,0.000,0.000,0.000,0.005,0.000,0.034,0.297
MAG-GUT5396,0.000,0.000,0.000,0.019,0.000,0.060,0.395
MAG-GUT53979,0.000,0.000,0.002,0.218,0.040,0.301,0.599
MAG-GUT53991,0.000,0.000,0.001,0.005,0.001,0.036,0.299
MAG-GUT5430,0.000,0.000,0.000,0.030,0.001,0.089,0.433
MAG-GUT54322,0.000,0.000,0.000,0.006,0.000,0.034,0.301
MAG-GUT54365,0.000,0.000,0.000,0.005,0.000,0.035,0.222
MAG-GUT54489,0.000,0.000,0.000,0.066,0.007,0.151,0.393
MAG-GUT5449,0.000,0.002,0.014,0.359,0.125,0.600,0.853
MAG-GUT54519,0.000,0.000,0.001,0.039,0.010,0.146,0.425
MAG-GUT54544,0.000,0.000,0.000,0.018,0.001,0.053,0.274
MAG-GUT54559,0.000,0.000,0.002,0.168,0.041,0.332,0.616
MAG-GUT54574,0.000,0.000,0.000,0.102,0.011,0.188,0.430
MAG-GUT54583,0.000,0.000,0.000,0.003,0.000,0.043,0.282
MAG-GUT54681,0.000,0.000,0.000,0.143,0.017,0.256,0.538
MAG-GUT5471,0.000,0.000,0.000,0.005,0.000,0.041,0.345
MAG-GUT54831,0.000,0.000,0.000,0.204,0.060,0.424,0.759
MAG-GUT5486,0.000,0.000,0.000,0.017,0.001,0.055,0.227
MAG-GUT54926,0.000,0.002,0.014,0.172,0.036,0.251,0.414
MAG-GUT54931,0.000,0.000,0.000,0.032,0.005,0.102,0.371
MAG-GUT54955,0.000,0.000,0.000,0.060,0.006,0.196,0.494
MAG-GUT54996,0.000,0.000,0.000,0.005,0.000,0.033,0.282
MAG-GUT55179,0.000,0.001,0.015,0.175,0.036,0.257,0.419
MAG-GUT55210,0.000,0.000,0.000,0.006,0.000,0.032,0.205
MAG-GUT55217,0.000,0.000,0.000,0.147,0.025,0.236,0.509
MAG-GUT5525,0.000,0.002,0.015,0.163,0.038,0.246,0.402
MAG-GUT55383,0.000,0.000,0.000,0.067,0.023,0.165,0.391
MAG-GUT55461,0.000,0.000,0.001,0.006,0.000,0.037,0.313
MAG-GUT55474,0.000,0.000,0.000,0.008,0.000,0.034,0.309
MAG-GUT55518,0.000,0.000,0.000,0.004,0.000,0.031,0.279
MAG-GUT5551,0.000,0.000,0.000,0.005,0.001,0.035,0.291
MAG-GUT55540,0.000,0.000,0.000,0.005,0.000,0.034,0.308
MAG-GUT55621,0.000,0.000,0.000,0.004,0.000,0.034,0.297
MAG-GUT5563,0.000,0.002,0.014,0.178,0.040,0.256,0.424
MAG-GUT55663,0.000,0.000,0.000,0.064,0.004,0.250,0.609
MAG-GUT55688,0.000,0.000,0.000,0.064,0.002,0.260,0.615
MAG-GUT55743,0.000,0.000,0.000,0.163,0.015,0.342,0.673
MAG-GUT5576,0.000,0.000,0.000,0.048,0.004,0.103,0.284
MAG-GUT5577,0.000,0.000,0.000,0.005,0.000,0.037,0.308
MAG-GUT55792,0.000,0.000,0.000,0.060,0.006,0.196,0.519
MAG-GUT55810,0.000,0.001,0.031,0.197,0.111,0.350,0.585
MAG-GUT55970,0.000,0.000,0.001,0.007,0.001,0.034,0.296
MAG-GUT55993,0.000,0.000,0.000,0.005,0.000,0.037,0.307
MAG-GUT56059,0.000,0.000,0.000,0.061,0.006,0.203,0.505
MAG-GUT5612,0.000,0.000,0.000,0.006,0.000,0.038,0.329
MAG-GUT56151,0.000,0.000,0.000,0.005,0.000,0.033,0.299
MAG-GUT56228,0.000,0.000,0.000,0.007,0.000,0.034,0.277
MAG-GUT56241,0.000,0.000,0.000,0.006,0.000,0.036,0.314
MAG-GUT56243,0.000,0.000,0.000,0.021,0.000,0.066,0.361
MAG-GUT5628,0.000,0.000,0.000,0.005,0.000,0.032,0.277
MAG-GUT56307,0.000,0.000,0.000,0.091,0.005,0.186,0.518
MAG-GUT56334,0.000,0.000,0.002,0.147,0.083,0.300,0.612
MAG-GUT56345,0.000,0.000,0.000,0.150,0.040,0.334,0.639
MAG-GUT5634,0.000,0.000,0.000,0.029,0.010,0.136,0.410
MAG-GUT5635,0.000,0.002,0.014,0.176,0.036,0.261,0.426
MAG-GUT56361,0.000,0.000,0.000,0.024,0.001,0.127,0.367
MAG-GUT56414,0.000,0.001,0.014,0.163,0.034,0.244,0.395
MAG-GUT56417,0.000,0.000,0.000,0.015,0.002,0.033,0.268
MAG-GUT56425,0.000,0.000,0.000,0.013,0.001,0.074,0.433
MAG-GUT56434,0.000,0.000,0.000,0.007,0.001,0.035,0.323
MAG-GUT56457,0.000,0.000,0.000,0.113,0.050,0.306,0.490
MAG-GUT56503,0.000,0.001,0.001,0.038,0.001,0.131,0.581
MAG-GUT56517,0.000,0.000,0.000,0.004,0.000,0.035,0.290
MAG-GUT56545,0.000,0.000,0.000,0.008,0.000,0.050,0.247
MAG-GUT56559,0.000,0.000,0.000,0.079,0.003,0.200,0.678
MAG-GUT56566,0.000,0.000,0.000,0.025,0.001,0.149,0.545
MAG-GUT56570,0.000,0.002,0.007,0.116,0.015,0.274,0.562
MAG-GUT56604,0.000,0.000,0.000,0.064,0.003,0.170,0.597
MAG-GUT56620,0.000,0.000,0.000,0.005,0.000,0.030,0.269
MAG-GUT56622,0.000,0.000,0.001,0.083,0.008,0.184,0.484
MAG-GUT56644,0.000,0.000,0.000,0.069,0.006,0.145,0.381
MAG-GUT56645,0.000,0.000,0.000,0.076,0.012,0.222,0.474
MAG-GUT56652,0.000,0.001,0.013,0.167,0.036,0.252,0.404
MAG-GUT56660,0.000,0.004,0.009,0.182,0.019,0.342,0.602
MAG-GUT5673,0.000,0.002,0.015,0.246,0.059,0.416,0.653
MAG-GUT56762,0.000,0.000,0.000,0.068,0.007,0.144,0.381
MAG-GUT5676,0.000,0.000,0.000,0.079,0.003,0.211,0.695
MAG-GUT56776,0.000,0.000,0.000,0.092,0.007,0.183,0.512
MAG-GUT56791,0.000,0.002,0.010,0.229,0.051,0.333,0.555
MAG-GUT56852,0.000,0.000,0.000,0.008,0.000,0.055,0.269
MAG-GUT56854,0.000,0.000,0.000,0.006,0.000,0.034,0.311
MAG-GUT5687,0.000,0.000,0.000,0.017,0.000,0.072,0.266
MAG-GUT56882,0.000,0.000,0.000,0.004,0.000,0.037,0.330
MAG-GUT56896,0.000,0.000,0.000,0.072,0.006,0.143,0.382
MAG-GUT56948,0.000,0.000,0.000,0.010,0.000,0.040,0.191
MAG-GUT56987,0.000,0.004,0.011,0.181,0.023,0.337,0.598
MAG-GUT57018,0.000,0.000,0.000,0.066,0.007,0.150,0.384
MAG-GUT57047,0.000,0.000,0.000,0.075,0.007,0.158,0.399
MAG-GUT57064,0.000,0.000,0.000,0.005,0.000,0.038,0.315
MAG-GUT57066,0.000,0.000,0.000,0.082,0.002,0.204,0.673
MAG-GUT57069,0.000,0.000,0.000,0.004,0.000,0.048,0.520
MAG-GUT57085,0.000,0.000,0.000,0.009,0.000,0.055,0.260
MAG-GUT57094,0.000,0.000,0.000,0.013,0.001,0.042,0.206
MAG-GUT57096,0.000,0.002,0.016,0.159,0.035,0.238,0.389
MAG-GUT57104,0.000,0.000,0.000,0.007,0.000,0.044,0.356
MAG-GUT57105,0.000,0.000,0.000,0.005,0.000,0.033,0.320
MAG-GUT57140,0.000,0.000,0.000,0.007,0.000,0.036,0.315
MAG-GUT57158,0.000,0.000,0.000,0.012,0.002,0.030,0.265
MAG-GUT57167,0.000,0.000,0.000,0.006,0.000,0.036,0.209
MAG-GUT57173,0.000,0.001,0.000,0.013,0.001,0.064,0.554
MAG-GUT57190,0.000,0.000,0.000,0.062,0.002,0.172,0.595
MAG-GUT57196,0.000,0.000,0.000,0.006,0.000,0.046,0.359
MAG-GUT57200,0.000,0.000,0.000,0.054,0.000,0.141,0.398
MAG-GUT5720,0.000,0.000,0.000,0.031,0.010,0.131,0.401
MAG-GUT57264,0.000,0.000,0.000,0.020,0.004,0.109,0.438
MAG-GUT57273,0.000,0.000,0.000,0.005,0.000,0.037,0.317
MAG-GUT5727,0.000,0.019,0.033,0.154,0.027,0.254,0.452
MAG-GUT57343,0.000,0.000,0.001,0.204,0.034,0.286,0.584
MAG-GUT57346,0.000,0.000,0.000,0.059,0.003,0.167,0.592
MAG-GUT57352,0.000,0.000,0.000,0.005,0.000,0.039,0.324
MAG-GUT57360,0.000,0.000,0.000,0.006,0.000,0.033,0.276
MAG-GUT57392,0.000,0.000,0.000,0.013,0.000,0.077,0.290
MAG-GUT57398,0.000,0.000,0.000,0.078,0.002,0.203,0.696
MAG-GUT57416,0.000,0.001,0.012,0.197,0.065,0.321,0.593
MAG-GUT57423,0.000,0.000,0.000,0.047,0.004,0.097,0.267
MAG-GUT57442,0.000,0.000,0.000,0.017,0.004,0.107,0.436
MAG-GUT57492,0.000,0.000,0.000,0.013,0.000,0.073,0.271
MAG-GUT57498,0.000,0.000,0.000,0.067,0.002,0.167,0.595
MAG-GUT57542,0.000,0.000,0.000,0.079,0.004,0.202,0.690
MAG-GUT57584,0.000,0.000,0.000,0.003,0.000,0.030,0.274
MAG-GUT57592,0.000,0.000,0.000,0.064,0.002,0.168,0.605
MAG-GUT57658,0.000,0.000,0.015,0.117,0.041,0.245,0.422
MAG-GUT57680,0.000,0.000,0.000,0.016,0.002,0.065,0.335
MAG-GUT57682,0.000,0.000,0.000,0.045,0.001,0.102,0.368
MAG-GUT57684,0.000,0.000,0.000,0.000,0.000,0.017,0.269
MAG-GUT57687,0.000,0.001,0.010,0.368,0.113,0.528,0.783
MAG-GUT57690,0.000,0.000,0.013,0.123,0.038,0.265,0.465
MAG-GUT57693,0.000,0.000,0.002,0.076,0.006,0.181,0.463
MAG-GUT57726,0.000,0.000,0.000,0.146,0.060,0.302,0.582
MAG-GUT57727,0.000,0.000,0.000,0.006,0.000,0.041,0.360
MAG-GUT57729,0.000,0.000,0.000,0.014,0.000,0.051,0.217
MAG-GUT57739,0.000,0.002,0.010,0.239,0.051,0.346,0.570
MAG-GUT57765,0.000,0.002,0.006,0.101,0.013,0.246,0.508
MAG-GUT57771,0.000,0.000,0.000,0.071,0.002,0.193,0.672
MAG-GUT57773,0.000,0.000,0.000,0.004,0.000,0.033,0.291
MAG-GUT57797,0.000,0.000,0.000,0.000,0.000,0.012,0.246
MAG-GUT57808,0.000,0.000,0.000,0.005,0.000,0.036,0.214
MAG-GUT57819,0.000,0.000,0.000,0.286,0.126,0.491,0.846
MAG-GUT57902,0.000,0.000,0.000,0.007,0.001,0.039,0.311
MAG-GUT57904,0.000,0.000,0.000,0.011,0.000,0.043,0.206
MAG-GUT57924,0.000,0.000,0.000,0.024,0.006,0.135,0.557
MAG-GUT57959,0.000,0.000,0.000,0.156,0.032,0.251,0.544
MAG-GUT57988,0.000,0.000,0.000,0.060,0.002,0.166,0.603
MAG-GUT58004,0.000,0.003,0.010,0.232,0.048,0.337,0.561
MAG-GUT58014,0.000,0.000,0.000,0.011,0.000,0.057,0.339
MAG-GUT58031,0.000,0.002,0.018,0.014,0.002,0.050,0.214
MAG-GUT58077,0.000,0.000,0.000,0.014,0.003,0.077,0.365
MAG-GUT58131,0.000,0.000,0.000,0.006,0.000,0.038,0.333
MAG-GUT58133,0.000,0.000,0.000,0.061,0.002,0.166,0.590
MAG-GUT58135,0.000,0.000,0.000,0.007,0.001,0.052,0.347
MAG-GUT58137,0.000,0.000,0.000,0.008,0.001,0.038,0.320
MAG-GUT58152,0.000,0.000,0.000,0.011,0.005,0.080,0.219
MAG-GUT58156,0.000,0.000,0.000,0.010,0.001,0.042,0.210
MAG-GUT58166,0.000,0.002,0.012,0.162,0.035,0.243,0.395
MAG-GUT58179,0.000,0.000,0.000,0.030,0.001,0.155,0.557
MAG-GUT58180,0.000,0.000,0.000,0.006,0.000,0.046,0.366
MAG-GUT58214,0.000,0.001,0.001,0.012,0.001,0.056,0.523
MAG-GUT58303,0.000,0.001,0.010,0.243,0.054,0.352,0.581
MAG-GUT58310,0.000,0.000,0.000,0.062,0.002,0.164,0.592
MAG-GUT58312,0.000,0.000,0.001,0.006,0.001,0.037,0.294
MAG-GUT58318,0.000,0.000,0.000,0.007,0.000,0.036,0.275
MAG-GUT58338,0.000,0.002,0.014,0.162,0.037,0.247,0.399
MAG-GUT58392,0.000,0.000,0.012,0.116,0.034,0.243,0.429
MAG-GUT58432,0.000,0.000,0.000,0.069,0.006,0.149,0.397
MAG-GUT58437,0.000,0.000,0.001,0.210,0.041,0.294,0.593
MAG-GUT5848,0.000,0.000,0.000,0.108,0.014,0.204,0.457
MAG-GUT58490,0.000,0.000,0.000,0.006,0.000,0.035,0.293
MAG-GUT58607,0.000,0.000,0.000,0.055,0.000,0.132,0.388
MAG-GUT58671,0.000,0.000,0.000,0.005,0.000,0.035,0.303
