"Supplementary Table S9. Read-level specificity of different model architectures on variable-length reads simulated from 3,269 MAGs excluded from training",,,,,,,
MAG_ID_ENA,ResNet-like CNN,CNN + LSTM,Seq2species,Embed + Pool,Embed + CNN,Embed + LSTM,Embed + LSTM + Attention
MAG-GUT49079,0.000,0.000,1.000,0.980,0.964,0.984,0.978
MAG-GUT49083,0.000,0.000,0.000,1.000,1.000,1.000,0.997
MAG-GUT49101,0.000,0.000,0.000,1.000,1.000,1.000,0.998
MAG-GUT49107,0.000,0.000,0.000,0.993,0.979,0.978,0.986
MAG-GUT49118,0.000,0.000,0.000,1.000,1.000,1.000,0.998
MAG-GUT49170,0.000,0.000,0.000,1.000,1.000,0.998,0.998
MAG-GUT49176,0.000,0.000,0.000,1.000,1.000,1.000,0.997
MAG-GUT49179,0.000,0.000,0.000,0.989,1.000,0.996,0.998
MAG-GUT49203,0.000,0.000,0.000,0.862,0.000,0.915,0.867
MAG-GUT49226,0.000,0.000,0.000,1.000,1.000,0.998,0.998
MAG-GUT49236,0.000,0.000,0.000,1.000,1.000,0.999,0.998
MAG-GUT49243,0.000,1.000,1.000,0.979,0.857,0.980,0.973
MAG-GUT49261,0.000,1.000,1.000,0.992,0.975,0.995,0.991
MAG-GUT49266,0.000,0.000,0.000,0.889,0.200,0.927,0.880
MAG-GUT49289,0.000,0.000,0.000,0.982,1.000,0.999,0.996
MAG-GUT49294,0.000,0.000,0.000,0.891,0.000,0.918,0.863
MAG-GUT49297,0.000,0.000,0.000,0.995,1.000,1.000,0.999
MAG-GUT49302,0.000,0.000,0.000,0.995,1.000,1.000,0.999
MAG-GUT49309,0.000,0.000,0.000,0.857,0.851,0.868,0.862
MAG-GUT49315,0.000,0.000,0.000,0.990,1.000,0.995,0.995
MAG-GUT49326,0.000,0.000,0.000,1.000,1.000,0.997,0.995
MAG-GUT49328,0.000,0.000,0.000,0.884,0.500,0.922,0.878
MAG-GUT49329,0.000,0.000,0.000,0.985,0.980,0.994,0.994
MAG-GUT49355,0.000,0.000,0.000,0.890,0.200,0.919,0.885
MAG-GUT49356,0.000,0.000,0.000,0.989,1.000,0.994,0.996
MAG-GUT49359,0.000,0.000,0.000,0.989,1.000,0.994,0.992
MAG-GUT49371,0.000,0.000,0.000,0.883,0.125,0.907,0.858
MAG-GUT49379,0.000,0.000,0.000,0.870,0.667,0.965,0.767
MAG-GUT49384,0.000,0.000,0.000,1.000,1.000,0.999,0.998
MAG-GUT49393,0.000,0.000,1.000,0.985,1.000,0.996,0.993
MAG-GUT49394,0.000,1.000,1.000,0.982,0.905,0.980,0.961
MAG-GUT49399,0.000,0.000,0.000,0.887,0.000,0.908,0.877
MAG-GUT49403,0.000,0.000,0.000,1.000,1.000,1.000,0.999
MAG-GUT49409,0.000,0.000,0.000,0.996,0.976,1.000,0.999
MAG-GUT49414,0.000,0.000,0.000,0.881,0.500,0.905,0.876
MAG-GUT49423,0.000,1.000,1.000,0.986,0.990,0.990,0.971
MAG-GUT4942,0.000,0.000,1.000,1.000,0.999,0.997,0.995
MAG-GUT49445,0.000,0.000,0.000,0.983,0.967,0.985,0.986
MAG-GUT49456,0.000,0.000,0.000,1.000,1.000,1.000,0.999
MAG-GUT49458,0.000,0.000,1.000,1.000,1.000,1.000,0.999
MAG-GUT49469,0.000,0.000,0.000,1.000,1.000,1.000,0.999
MAG-GUT49474,0.000,0.000,0.000,0.872,0.400,0.912,0.875
MAG-GUT49487,0.000,0.000,0.500,0.176,0.000,0.851,0.978
MAG-GUT49499,0.000,0.000,0.000,0.995,1.000,0.995,0.995
MAG-GUT49507,0.000,1.000,0.875,0.994,1.000,0.994,0.988
MAG-GUT4950,0.000,0.000,0.000,0.867,0.357,0.967,0.984
MAG-GUT49512,0.000,0.000,0.000,0.996,1.000,1.000,0.999
MAG-GUT49516,0.000,0.000,0.000,0.891,0.911,0.869,0.832
MAG-GUT49526,0.000,0.000,0.000,0.787,0.548,0.874,0.926
MAG-GUT49529,0.000,0.000,0.000,1.000,1.000,1.000,0.999
MAG-GUT49534,0.000,0.000,0.000,0.929,1.000,0.931,0.884
MAG-GUT49535,0.000,0.000,0.000,1.000,1.000,1.000,0.999
MAG-GUT49537,0.000,1.000,0.941,0.992,0.978,0.992,0.985
MAG-GUT49539,0.000,0.000,0.000,0.995,1.000,0.996,0.997
MAG-GUT49541,0.000,0.000,0.000,1.000,1.000,1.000,0.994
MAG-GUT49542,0.000,0.000,0.000,1.000,1.000,0.994,0.992
MAG-GUT49543,0.000,1.000,1.000,0.985,0.975,0.988,0.980
MAG-GUT49545,0.000,0.000,0.000,0.908,0.333,0.886,0.873
MAG-GUT49558,0.000,0.000,0.000,0.869,0.500,0.915,0.877
MAG-GUT49567,0.000,0.000,0.000,0.963,1.000,0.971,0.777
MAG-GUT49568,0.000,0.000,0.000,0.840,0.182,0.898,0.868
MAG-GUT49571,0.000,0.000,0.000,0.918,1.000,0.925,0.882
MAG-GUT49574,0.000,0.000,0.000,0.990,1.000,0.998,0.998
MAG-GUT49576,0.000,0.000,0.000,0.898,0.922,0.857,0.837
MAG-GUT49583,0.000,0.000,0.000,0.895,0.444,0.911,0.883
MAG-GUT49589,0.000,0.000,0.000,0.878,0.444,0.917,0.882
MAG-GUT49593,0.000,0.000,1.000,1.000,1.000,1.000,0.999
MAG-GUT49596,0.000,0.000,0.000,0.920,0.571,0.923,0.881
MAG-GUT49597,0.000,0.000,0.000,0.876,0.167,0.909,0.861
MAG-GUT49599,0.000,0.000,0.000,0.990,1.000,0.998,0.998
MAG-GUT49604,0.000,0.000,0.000,0.878,0.429,0.923,0.875
MAG-GUT49609,0.000,0.000,0.000,1.000,1.000,0.998,0.999
MAG-GUT49616,0.000,0.000,0.000,1.000,1.000,0.999,0.996
MAG-GUT4969,0.000,0.000,0.000,0.423,0.000,0.539,0.906
MAG-GUT49727,0.000,0.000,0.556,0.210,0.030,0.475,0.889
MAG-GUT49742,0.000,0.000,0.667,0.215,0.000,0.487,0.906
MAG-GUT49744,0.000,0.000,0.500,0.224,0.000,0.468,0.902
MAG-GUT49768,0.000,0.000,0.571,0.191,0.000,0.515,0.905
MAG-GUT49797,0.000,0.000,0.200,0.301,0.212,0.517,0.887
MAG-GUT4979,0.000,0.000,0.000,0.632,0.000,0.643,0.944
MAG-GUT49813,0.000,0.000,0.667,0.209,0.114,0.453,0.880
MAG-GUT49824,0.000,0.000,0.250,0.252,0.094,0.513,0.890
MAG-GUT49876,0.000,0.000,0.333,0.202,0.029,0.468,0.898
MAG-GUT50003,0.000,0.000,0.000,0.998,0.994,0.998,0.995
MAG-GUT50015,0.000,0.000,0.000,0.997,0.996,0.998,0.997
MAG-GUT5004,0.000,1.000,0.959,0.973,0.962,0.986,0.981
MAG-GUT50121,0.000,0.000,0.000,0.997,1.000,0.997,0.994
MAG-GUT50132,0.000,0.000,0.000,0.997,0.996,0.996,0.991
MAG-GUT50219,0.000,0.000,0.000,0.821,0.750,0.921,0.865
MAG-GUT50240,0.000,0.000,0.000,0.915,1.000,0.876,0.911
MAG-GUT502,0.000,0.000,0.500,0.250,0.237,0.512,0.906
MAG-GUT50478,0.000,0.000,0.000,0.916,0.000,0.946,0.987
MAG-GUT50480,0.000,0.000,1.000,0.725,0.625,0.835,0.772
MAG-GUT50483,0.000,0.000,0.143,0.536,0.045,0.615,0.789
MAG-GUT50492,0.000,0.000,1.000,0.897,1.000,0.879,0.790
MAG-GUT50502,0.000,0.000,1.000,0.928,1.000,0.912,0.791
MAG-GUT50505,0.000,0.000,1.000,0.773,1.000,0.885,0.785
MAG-GUT50508,0.000,0.000,0.000,0.917,0.000,0.940,0.990
MAG-GUT50522,0.000,0.000,1.000,0.969,0.886,0.926,0.916
MAG-GUT50532,0.000,0.000,1.000,0.977,0.904,0.935,0.917
MAG-GUT50591,0.000,0.970,0.949,0.983,0.978,0.983,0.973
MAG-GUT5060,0.000,0.000,0.500,0.978,0.914,0.944,0.932
MAG-GUT50627,0.000,0.000,0.000,0.536,0.731,0.431,0.761
MAG-GUT50714,0.000,0.000,0.000,0.984,0.895,0.952,0.939
MAG-GUT50752,0.000,0.000,0.000,0.261,1.000,0.393,0.729
MAG-GUT50760,0.000,0.000,0.000,0.965,0.935,0.939,0.925
MAG-GUT50773,0.000,0.000,0.000,0.179,0.000,0.505,0.873
MAG-GUT5083,0.000,0.000,0.000,0.266,0.000,0.547,0.913
MAG-GUT5085,0.000,1.000,1.000,0.998,1.000,0.997,0.995
MAG-GUT50866,0.000,0.000,0.667,1.000,1.000,1.000,1.000
MAG-GUT50868,0.000,0.000,0.667,0.948,0.958,0.954,0.956
MAG-GUT50872,0.000,0.000,1.000,1.000,1.000,1.000,1.000
MAG-GUT50906,0.000,1.000,0.500,0.999,0.993,0.997,0.996
MAG-GUT50925,0.000,1.000,0.444,1.000,1.000,1.000,0.998
MAG-GUT50928,0.000,1.000,0.500,0.999,0.999,1.000,0.998
MAG-GUT50936,0.000,1.000,1.000,0.999,1.000,0.998,0.998
MAG-GUT51267,0.000,0.000,0.000,0.991,0.985,0.996,0.992
MAG-GUT51274,0.000,0.000,0.000,0.991,0.990,0.994,0.993
MAG-GUT51297,0.000,0.000,0.000,0.992,0.986,0.997,0.992
MAG-GUT51299,0.000,0.000,0.000,0.227,0.000,0.495,0.914
MAG-GUT51304,0.000,0.000,0.800,0.157,0.000,0.477,0.901
MAG-GUT51316,0.000,0.000,0.000,0.208,0.040,0.503,0.901
MAG-GUT51339,0.000,1.000,0.973,1.000,1.000,1.000,0.998
MAG-GUT51353,0.000,1.000,0.953,0.999,1.000,0.999,0.998
MAG-GUT51357,0.000,0.000,1.000,0.961,0.965,0.980,0.984
MAG-GUT51377,0.000,0.000,1.000,0.984,0.989,0.989,0.987
MAG-GUT51488,0.000,0.000,0.000,0.181,0.000,0.451,0.896
MAG-GUT51497,0.000,0.000,0.000,0.238,0.027,0.510,0.905
MAG-GUT51504,0.000,0.000,0.400,0.231,0.000,0.493,0.894
MAG-GUT51557,0.000,1.000,1.000,0.999,1.000,1.000,0.995
MAG-GUT51559,0.000,1.000,1.000,1.000,1.000,0.999,0.995
MAG-GUT51569,0.000,0.000,1.000,0.165,0.043,0.481,0.893
MAG-GUT51607,0.000,0.000,0.667,0.227,0.065,0.459,0.898
MAG-GUT5168,0.000,0.000,0.000,0.974,0.615,0.993,0.997
MAG-GUT51748,0.000,0.000,0.000,0.636,1.000,0.642,0.682
MAG-GUT51766,0.000,0.000,0.000,0.500,0.500,0.665,0.678
MAG-GUT51918,0.000,0.000,1.000,0.847,0.400,0.960,0.975
MAG-GUT51921,0.000,0.000,0.000,0.884,0.000,0.961,0.976
MAG-GUT51926,0.000,0.000,1.000,0.920,0.846,0.880,0.939
MAG-GUT51928,0.000,0.000,1.000,0.939,0.862,0.883,0.947
MAG-GUT51929,0.000,0.000,0.000,0.819,0.000,0.930,0.974
MAG-GUT51949,0.000,0.000,1.000,0.719,0.000,0.852,0.792
MAG-GUT5195,0.000,1.000,1.000,1.000,1.000,1.000,0.996
MAG-GUT51968,0.000,0.000,1.000,0.744,0.000,0.846,0.781
MAG-GUT51975,0.000,0.000,1.000,0.841,0.000,0.865,0.782
MAG-GUT51979,0.000,0.000,1.000,0.690,0.000,0.876,0.779
MAG-GUT5199,0.000,0.000,0.000,0.190,0.000,0.524,0.798
MAG-GUT51,0.000,0.000,0.000,1.000,1.000,0.970,0.819
MAG-GUT52007,0.000,0.000,1.000,0.991,0.995,0.997,0.994
MAG-GUT52094,0.000,1.000,0.954,0.982,0.972,0.985,0.970
MAG-GUT52107,0.000,0.994,0.956,0.989,0.983,0.986,0.976
MAG-GUT52138,0.000,1.000,0.951,0.977,0.963,0.985,0.979
MAG-GUT52236,0.000,0.000,0.000,0.801,0.886,0.927,0.936
MAG-GUT52246,0.000,0.000,0.000,0.780,0.867,0.914,0.938
MAG-GUT52319,0.000,0.667,0.286,0.813,0.190,0.888,0.964
MAG-GUT5249,0.000,1.000,0.960,0.995,1.000,0.979,0.920
MAG-GUT52579,0.000,1.000,0.600,0.996,0.992,0.995,0.990
MAG-GUT5258,0.000,0.000,0.000,0.263,0.000,0.710,0.808
MAG-GUT52677,0.000,0.000,0.500,0.234,0.200,0.453,0.890
MAG-GUT52709,0.000,1.000,1.000,0.998,0.995,0.995,0.988
MAG-GUT52757,0.000,0.000,0.500,0.194,0.000,0.485,0.897
MAG-GUT52820,0.000,1.000,0.806,0.949,0.970,0.956,0.962
MAG-GUT52821,0.000,0.000,1.000,0.991,0.976,0.994,0.995
MAG-GUT52871,0.000,1.000,0.000,0.536,0.900,0.408,0.730
MAG-GUT52881,0.000,1.000,0.000,0.417,0.778,0.399,0.725
MAG-GUT52916,0.000,0.000,0.000,1.000,0.997,0.999,0.996
MAG-GUT52923,0.000,0.000,0.000,0.997,1.000,0.997,0.996
MAG-GUT52941,0.000,0.000,0.000,1.000,1.000,0.998,0.997
MAG-GUT52992,0.000,0.000,0.000,0.750,0.000,0.793,0.919
MAG-GUT52995,0.000,0.000,0.000,0.421,0.000,0.927,0.973
MAG-GUT53012,0.000,0.000,0.000,0.526,0.667,0.764,0.893
MAG-GUT53015,0.000,0.000,0.000,0.333,0.000,0.850,0.966
MAG-GUT53019,0.000,0.000,0.000,0.176,0.000,0.880,0.969
MAG-GUT53033,0.000,0.000,0.000,0.273,0.000,0.885,0.968
MAG-GUT53065,0.000,0.000,0.000,1.000,1.000,0.991,0.996
MAG-GUT53133,0.000,1.000,0.200,0.993,0.989,0.991,0.989
MAG-GUT53142,0.000,1.000,0.400,0.996,0.997,0.994,0.991
MAG-GUT53199,0.000,1.000,0.000,0.600,0.600,0.414,0.769
MAG-GUT5319,0.000,0.000,1.000,0.866,0.167,0.960,0.969
MAG-GUT53236,0.000,0.000,0.000,0.929,0.983,0.984,0.868
MAG-GUT53418,0.000,0.000,0.000,0.292,0.000,0.414,0.757
MAG-GUT5341,0.000,0.000,0.000,0.939,0.730,0.889,0.952
MAG-GUT5342,0.000,0.000,0.000,0.989,0.982,0.985,0.984
MAG-GUT53494,0.000,1.000,0.994,0.997,0.992,0.993,0.983
MAG-GUT53512,0.000,0.000,0.667,0.985,0.667,0.988,0.983
MAG-GUT53548,0.000,0.000,1.000,0.972,0.954,0.953,0.927
MAG-GUT53550,0.000,0.000,1.000,0.965,0.200,0.971,0.946
MAG-GUT5358,0.000,0.000,1.000,0.990,0.000,0.984,0.980
MAG-GUT53613,0.000,1.000,0.943,0.999,0.999,0.999,0.997
MAG-GUT53617,0.000,0.000,1.000,0.645,0.619,0.634,0.574
MAG-GUT53622,0.000,0.000,0.200,0.190,0.000,0.501,0.904
MAG-GUT53689,0.000,0.000,0.692,0.830,0.600,0.918,0.953
MAG-GUT5371,0.000,0.000,0.500,0.991,0.000,0.986,0.980
MAG-GUT5375,0.000,0.000,0.000,0.594,0.000,0.808,0.930
MAG-GUT5376,0.000,0.000,0.333,0.835,0.932,0.924,0.945
MAG-GUT53810,0.000,1.000,1.000,0.997,1.000,0.996,0.990
MAG-GUT53925,0.000,0.000,0.333,0.174,0.031,0.471,0.891
MAG-GUT5396,0.000,0.000,0.000,0.950,0.375,0.977,0.986
MAG-GUT53979,0.000,0.000,0.850,0.995,0.998,0.987,0.985
MAG-GUT53991,0.000,0.000,1.000,0.184,0.189,0.485,0.894
MAG-GUT5430,0.000,0.000,0.000,0.629,0.105,0.778,0.922
MAG-GUT54322,0.000,0.000,0.500,0.231,0.057,0.498,0.898
MAG-GUT54365,0.000,0.000,0.000,0.474,0.059,0.799,0.884
MAG-GUT54489,0.000,0.000,0.000,0.976,0.935,0.950,0.937
MAG-GUT5449,0.000,1.000,0.945,0.987,0.976,0.990,0.984
MAG-GUT54519,0.000,0.000,1.000,0.990,1.000,0.996,0.993
MAG-GUT54544,0.000,0.000,0.000,0.893,0.857,0.871,0.868
MAG-GUT54559,0.000,1.000,0.710,0.955,0.958,0.956,0.963
MAG-GUT54574,0.000,0.000,1.000,1.000,1.000,1.000,0.996
MAG-GUT54583,0.000,0.000,0.000,0.903,1.000,0.869,0.898
MAG-GUT54681,0.000,0.000,0.000,0.985,0.917,0.970,0.971
MAG-GUT5471,0.000,0.000,0.000,0.820,0.143,0.969,0.982
MAG-GUT54831,0.000,0.000,0.667,0.998,0.998,1.000,0.999
MAG-GUT5486,0.000,0.000,0.000,0.924,0.538,0.957,0.964
MAG-GUT54926,0.000,1.000,1.000,0.981,0.997,0.984,0.971
MAG-GUT54931,0.000,0.000,0.000,0.737,0.765,0.758,0.757
MAG-GUT54955,0.000,0.000,0.000,0.995,1.000,0.991,0.962
MAG-GUT54996,0.000,0.000,0.000,0.211,0.000,0.478,0.893
MAG-GUT55179,0.000,1.000,0.993,0.992,0.997,0.989,0.975
MAG-GUT55210,0.000,0.000,0.000,0.500,0.000,0.615,0.807
MAG-GUT55217,0.000,0.000,0.000,0.991,0.969,0.986,0.983
MAG-GUT5525,0.000,1.000,1.000,0.994,0.992,0.994,0.981
MAG-GUT55383,0.000,1.000,0.333,0.957,0.991,0.958,0.948
MAG-GUT55461,0.000,0.000,0.714,0.235,0.050,0.490,0.912
MAG-GUT55474,0.000,0.000,0.750,0.277,0.114,0.479,0.903
MAG-GUT55518,0.000,0.000,0.429,0.184,0.000,0.475,0.898
MAG-GUT5551,0.000,0.000,0.400,0.205,0.172,0.470,0.896
MAG-GUT55540,0.000,0.000,0.250,0.200,0.000,0.490,0.912
MAG-GUT55621,0.000,0.000,0.750,0.184,0.000,0.510,0.907
MAG-GUT5563,0.000,1.000,0.993,0.998,0.992,0.993,0.983
MAG-GUT55663,0.000,0.000,0.000,0.995,0.929,0.996,0.990
MAG-GUT55688,0.000,0.000,0.000,0.989,0.889,0.994,0.991
MAG-GUT55743,0.000,0.000,0.200,1.000,1.000,0.999,0.999
MAG-GUT5576,0.000,0.000,0.000,0.964,0.949,0.918,0.906
MAG-GUT5577,0.000,0.000,0.500,0.197,0.063,0.480,0.887
MAG-GUT55792,0.000,0.000,0.000,0.981,0.970,0.982,0.953
MAG-GUT55810,0.000,1.000,1.000,0.998,1.000,0.998,0.996
MAG-GUT55970,0.000,0.000,0.833,0.258,0.194,0.490,0.902
MAG-GUT55993,0.000,0.000,0.400,0.221,0.037,0.525,0.913
MAG-GUT56059,0.000,0.000,0.000,0.992,1.000,0.992,0.954
MAG-GUT5612,0.000,0.000,0.000,0.889,0.200,0.969,0.970
MAG-GUT56151,0.000,0.000,0.600,0.159,0.069,0.456,0.893
MAG-GUT56228,0.000,0.000,0.333,0.240,0.118,0.489,0.889
MAG-GUT56241,0.000,0.000,0.286,0.211,0.000,0.475,0.903
MAG-GUT56243,0.000,0.000,0.000,0.941,0.000,0.944,0.955
MAG-GUT5628,0.000,0.000,0.667,0.205,0.059,0.485,0.892
MAG-GUT56307,0.000,0.000,0.000,0.985,0.981,0.993,0.986
MAG-GUT56334,0.000,0.000,1.000,1.000,1.000,0.999,0.999
MAG-GUT56345,0.000,1.000,1.000,0.997,1.000,0.996,0.993
MAG-GUT5634,0.000,0.000,0.500,0.769,0.894,0.908,0.929
MAG-GUT5635,0.000,1.000,1.000,0.994,0.997,0.986,0.978
MAG-GUT56361,0.000,0.000,0.000,0.827,0.636,0.936,0.900
MAG-GUT56414,0.000,1.000,0.986,0.983,0.974,0.983,0.965
MAG-GUT56417,0.000,0.000,0.000,0.954,0.885,0.953,0.981
MAG-GUT56425,0.000,0.000,0.000,0.992,1.000,0.997,0.997
MAG-GUT56434,0.000,0.000,0.200,0.259,0.162,0.462,0.912
MAG-GUT56457,0.000,0.000,0.000,0.852,0.695,0.859,0.864
MAG-GUT56503,0.000,1.000,1.000,0.948,0.733,0.977,0.989
MAG-GUT56517,0.000,0.000,0.667,0.187,0.034,0.512,0.900
MAG-GUT56545,0.000,0.000,0.000,1.000,0.000,0.996,0.994
MAG-GUT56559,0.000,0.000,0.333,0.935,0.758,0.883,0.938
MAG-GUT56566,0.000,0.000,0.000,0.992,0.857,0.997,0.997
MAG-GUT56570,0.000,1.000,0.986,0.962,0.948,0.982,0.977
MAG-GUT56604,0.000,0.000,0.500,0.932,0.931,0.854,0.933
MAG-GUT56620,0.000,0.000,0.500,0.209,0.030,0.494,0.897
MAG-GUT56622,0.000,0.000,1.000,0.989,0.987,0.989,0.980
MAG-GUT56644,0.000,0.000,1.000,0.968,0.910,0.941,0.927
MAG-GUT56645,0.000,0.000,0.000,0.999,1.000,0.996,0.989
MAG-GUT56652,0.000,1.000,1.000,0.992,0.989,0.990,0.973
MAG-GUT56660,0.000,1.000,1.000,0.996,0.990,0.997,0.991
MAG-GUT5673,0.000,0.955,0.912,0.971,0.964,0.962,0.943
MAG-GUT56762,0.000,0.000,0.000,0.946,0.756,0.930,0.914
MAG-GUT5676,0.000,0.000,1.000,0.948,0.857,0.877,0.948
MAG-GUT56776,0.000,0.000,0.000,0.988,0.973,0.979,0.983
MAG-GUT56791,0.000,1.000,1.000,1.000,1.000,1.000,0.998
MAG-GUT56852,0.000,0.000,0.000,1.000,1.000,0.996,0.994
MAG-GUT56854,0.000,0.000,0.500,0.210,0.075,0.466,0.911
MAG-GUT5687,0.000,0.000,0.000,0.874,0.375,0.906,0.860
MAG-GUT56882,0.000,0.000,0.250,0.181,0.048,0.503,0.914
MAG-GUT56896,0.000,0.000,0.000,0.988,0.955,0.944,0.928
MAG-GUT56948,0.000,0.000,0.000,0.754,0.429,0.813,0.764
MAG-GUT56987,0.000,1.000,1.000,0.998,0.996,0.997,0.992
MAG-GUT57018,0.000,0.000,1.000,0.969,0.943,0.931,0.916
MAG-GUT57047,0.000,0.000,0.000,0.965,0.883,0.947,0.934
MAG-GUT57064,0.000,0.000,0.000,0.172,0.095,0.479,0.911
MAG-GUT57066,0.000,0.000,1.000,0.938,0.719,0.886,0.944
MAG-GUT57069,0.000,0.000,0.000,0.618,0.000,0.861,0.918
MAG-GUT57085,0.000,0.000,0.000,0.989,1.000,0.996,0.991
MAG-GUT57094,0.000,0.000,0.000,0.794,0.706,0.805,0.789
MAG-GUT57096,0.000,1.000,1.000,0.987,0.969,0.983,0.969
MAG-GUT57104,0.000,0.000,1.000,0.852,0.200,0.967,0.975
MAG-GUT57105,0.000,0.000,0.750,0.190,0.000,0.461,0.909
MAG-GUT57140,0.000,0.000,0.000,0.262,0.125,0.501,0.913
MAG-GUT57158,0.000,0.000,0.000,0.898,0.850,0.923,0.977
MAG-GUT57167,0.000,0.000,0.000,0.670,0.500,0.836,0.865
MAG-GUT57173,0.000,1.000,1.000,0.239,0.041,0.412,0.876
MAG-GUT57190,0.000,0.000,1.000,0.936,0.941,0.879,0.933
MAG-GUT57196,0.000,0.000,1.000,0.826,0.286,0.972,0.971
MAG-GUT57200,0.000,1.000,0.750,0.976,0.400,0.978,0.980
MAG-GUT5720,0.000,0.000,1.000,0.819,0.913,0.919,0.927
MAG-GUT57264,0.000,0.000,0.000,1.000,1.000,1.000,0.998
MAG-GUT57273,0.000,0.000,0.000,0.980,0.000,0.989,0.987
MAG-GUT5727,0.000,1.000,0.965,0.985,0.958,0.984,0.963
MAG-GUT57343,0.000,0.000,1.000,0.996,0.980,0.991,0.983
MAG-GUT57346,0.000,0.000,0.500,0.929,0.833,0.863,0.933
MAG-GUT57352,0.000,0.000,0.000,0.961,0.000,0.990,0.994
MAG-GUT57360,0.000,0.000,0.600,0.237,0.059,0.480,0.892
MAG-GUT57392,0.000,0.000,0.000,0.487,0.000,0.724,0.774
MAG-GUT57398,0.000,0.000,1.000,0.933,0.852,0.881,0.943
MAG-GUT57416,0.000,1.000,1.000,0.999,1.000,0.999,0.998
MAG-GUT57423,0.000,0.000,0.000,0.946,0.881,0.911,0.895
MAG-GUT57442,0.000,0.000,0.000,1.000,1.000,1.000,0.997
MAG-GUT57492,0.000,0.000,0.000,0.502,0.000,0.711,0.753
MAG-GUT57498,0.000,0.000,1.000,0.941,0.913,0.873,0.934
MAG-GUT57542,0.000,0.000,0.000,0.944,0.814,0.879,0.944
MAG-GUT57584,0.000,0.000,0.429,0.132,0.071,0.462,0.890
MAG-GUT57592,0.000,0.000,0.000,0.927,0.905,0.868,0.937
MAG-GUT57658,0.000,1.000,0.981,1.000,1.000,1.000,0.999
MAG-GUT57680,0.000,0.000,0.000,0.994,0.944,0.994,0.994
MAG-GUT57682,0.000,0.000,0.000,0.944,0.800,0.946,0.947
MAG-GUT57684,0.000,0.000,0.000,0.133,0.000,0.677,0.929
MAG-GUT57687,0.000,1.000,1.000,1.000,1.000,1.000,0.999
MAG-GUT57690,0.000,1.000,0.992,0.999,1.000,1.000,0.999
MAG-GUT57693,0.000,0.000,0.895,0.986,0.940,0.985,0.979
MAG-GUT57726,0.000,0.000,0.500,0.989,0.998,0.974,0.883
MAG-GUT57727,0.000,0.000,0.000,0.887,0.000,0.967,0.980
MAG-GUT57729,0.000,0.000,0.000,0.993,0.000,0.990,0.978
MAG-GUT57739,0.000,1.000,0.990,0.999,1.000,0.999,0.997
MAG-GUT57765,0.000,1.000,0.984,0.969,0.963,0.986,0.978
MAG-GUT57771,0.000,0.000,0.000,0.924,0.767,0.884,0.938
MAG-GUT57773,0.000,0.000,0.333,0.148,0.034,0.473,0.906
MAG-GUT57797,0.000,0.000,0.000,0.133,0.000,0.856,0.961
MAG-GUT57808,0.000,0.000,0.000,0.718,0.273,0.902,0.917
MAG-GUT57819,0.000,1.000,1.000,0.994,0.995,0.996,0.996
MAG-GUT57902,0.000,0.000,0.600,0.245,0.167,0.504,0.908
MAG-GUT57904,0.000,0.000,0.000,0.819,0.250,0.823,0.787
MAG-GUT57924,0.000,0.000,0.000,1.000,1.000,0.999,0.999
MAG-GUT57959,0.000,0.000,0.000,0.985,0.991,0.984,0.976
MAG-GUT57988,0.000,0.000,0.000,0.930,0.767,0.881,0.935
MAG-GUT58004,0.000,1.000,1.000,0.999,1.000,0.999,0.998
MAG-GUT58014,0.000,0.000,0.000,0.991,1.000,0.993,0.994
MAG-GUT58031,0.000,1.000,1.000,1.000,1.000,0.992,0.989
MAG-GUT58077,0.000,0.000,0.000,0.865,0.653,0.958,0.986
MAG-GUT58131,0.000,0.000,0.000,0.817,0.133,0.940,0.972
MAG-GUT58133,0.000,0.000,0.000,0.930,0.793,0.878,0.928
MAG-GUT58135,0.000,0.000,0.000,0.638,0.333,0.879,0.949
MAG-GUT58137,0.000,0.000,0.800,0.283,0.256,0.520,0.904
MAG-GUT58152,0.000,0.000,0.000,0.902,0.943,0.978,0.874
MAG-GUT58156,0.000,0.000,0.000,0.761,0.800,0.791,0.778
MAG-GUT58166,0.000,1.000,1.000,0.987,0.970,0.977,0.966
MAG-GUT58179,0.000,0.000,1.000,0.993,1.000,0.997,0.999
MAG-GUT58180,0.000,0.000,1.000,0.871,0.500,0.956,0.972
MAG-GUT58214,0.000,1.000,0.714,0.212,0.030,0.365,0.848
MAG-GUT58303,0.000,1.000,1.000,0.999,1.000,0.998,0.997
MAG-GUT58310,0.000,0.000,1.000,0.927,0.870,0.856,0.930
MAG-GUT58312,0.000,0.000,0.500,0.227,0.243,0.533,0.913
MAG-GUT58318,0.000,0.000,1.000,0.958,0.800,0.952,0.972
MAG-GUT58338,0.000,1.000,0.993,0.994,0.997,0.992,0.981
MAG-GUT58392,0.000,1.000,0.954,1.000,1.000,1.000,0.997
MAG-GUT58432,0.000,0.000,1.000,0.933,0.722,0.923,0.919
MAG-GUT58437,0.000,1.000,0.875,0.995,0.978,0.989,0.985
MAG-GUT5848,0.000,0.000,0.000,0.997,1.000,0.998,0.985
MAG-GUT58490,0.000,0.000,0.200,0.215,0.067,0.462,0.878
MAG-GUT58607,0.000,0.000,1.000,0.991,0.000,0.986,0.979
MAG-GUT58671,0.000,0.000,0.600,0.166,0.000,0.471,0.870
